Topic 1,Topic 2
thereveal/0.0004515620595831823,shonendemographic/0.0004156193718210066
karmahoudini/0.00044868586812086907,alternatecontinuity/0.0004156193718210066
blatantlies/0.00044868586812086907,authoravatar/0.0004106715221564708
thecastshowoff/0.00044868586812086907,masquerade/0.0004106715221564708
animationbump/0.0004458096766585558,secretidentity/0.0004106715221564708
homage/0.0004458096766585558,adatewithrosiepalms/0.000405723672491935
freezeframebonus/0.00044293348519624257,instantsedation/0.000405723672491935
onceperepisode/0.00044005729373392926,adaptationexpansion/0.000405723672491935
hoistbyhisownpetard/0.00044005729373392926,merchandisedriven/0.000405723672491935
intercontinuitycrossover/0.000437181102271616,birthdayepisode/0.000405723672491935
titledrop/0.000437181102271616,grandtheftme/0.000405723672491935
evolvingcredits/0.0004314287193469895,breakupbreakout/0.000405723672491935
temptingfate/0.00042855252788467625,crossreferencedtitles/0.00040077582282739923
avertedtrope/0.00042855252788467625,youcantfightfate/0.00040077582282739923
batmangambit/0.00042567633642236294,howdoishotweb/0.00040077582282739923
realliferelative/0.0004228001449600497,humanpopsicle/0.0003958279731628634
ruleoffunny/0.0004228001449600497,lastsecondwordswap/0.0003958279731628634
idiotball/0.0004228001449600497,stripperiffic/0.0003958279731628634
evenevilhasstandards/0.00041992395349773644,fivefivefive/0.0003958279731628634
hilarityensued/0.00041992395349773644,overlynarrowsuperlative/0.0003958279731628634
breakingthefourthwall/0.00041992395349773644,accidentalpervert/0.0003958279731628634
christmasepisode/0.0004170477620354232,femmefatale/0.00039088012349832764
storyarc/0.00041417157057310993,alwayschaoticevil/0.00039088012349832764
truecompanions/0.00041417157057310993,allyourpowerscombined/0.00039088012349832764
allthereinthemanual/0.00041417157057310993,rescueromance/0.00039088012349832764
petthedog/0.00041129537911079663,heroicrrod/0.0003859322738337918
onetruethreesome/0.00041129537911079663,theglomp/0.0003859322738337918
tookalevelinbadass/0.00041129537911079663,thestarscream/0.0003859322738337918
kickthedog/0.0004084191876484834,poweredarmor/0.0003859322738337918
wholeepisodeflashback/0.0004084191876484834,stupidsexyflanders/0.0003859322738337918
thereasonyousuckspeech/0.0004055429961861701,evilerthanthou/0.0003859322738337918
castinggag/0.0003997906132615436,defeatmeansfriendship/0.00038098442416925604
exactwords/0.0003997906132615436,negativecontinuity/0.00038098442416925604
enemymine/0.0003969144217992303,blackcomedyrape/0.00038098442416925604
accidentalmisnaming/0.0003969144217992303,depravedbisexual/0.00038098442416925604
crossovership/0.0003969144217992303,thiscannotbe/0.00038098442416925604
actiongirl/0.0003969144217992303,transformationsequence/0.00038098442416925604
stealthpun/0.0003969144217992303,hopelesssuitor/0.0003760365745047203
mygodwhathaveidone/0.00039403823033691706,goingcommando/0.0003760365745047203
bewaretheniceones/0.00039403823033691706,newpowersastheplotdemands/0.0003760365745047203
previouslyon/0.00039403823033691706,orphanedpunchline/0.00037108872484018445
theditz/0.0003911620388746038,themultiverse/0.00037108872484018445
freudianexcuse/0.0003911620388746038,fantasykitchensink/0.00037108872484018445
lawyerfriendlycameo/0.00038828584741229055,hewhofightsmonsters/0.00037108872484018445
creatorcameo/0.00038828584741229055,thefriendswhoneverhang/0.00037108872484018445
coolandunusualpunishment/0.00038828584741229055,musicalepisode/0.00037108872484018445
bigno/0.0003854096559499773,groundhogdayloop/0.0003661408751756487
handwave/0.0003854096559499773,marriedtothejob/0.0003661408751756487
onlysaneman/0.0003854096559499773,superpoweredevilside/0.00036119302551111286
beat/0.0003854096559499773,lukeiamyourfather/0.00036119302551111286
genderflip/0.000382533464487664,romanticfalselead/0.00036119302551111286
surprisinglyrealisticoutcome/0.000382533464487664,decompositecharacter/0.00036119302551111286
comicallymissingthepoint/0.000382533464487664,madlibscatchphrase/0.0003562451758465771
signatureline/0.00037965727302535074,snapback/0.0003562451758465771
heroofanotherstory/0.00037965727302535074,namestoknowinanime/0.0003562451758465771
laserguidedkarma/0.00037965727302535074,amicableexes/0.0003562451758465771
crossover/0.0003767810815630375,voiceofthelegion/0.0003562451758465771
spinoff/0.0003767810815630375,realafterall/0.0003562451758465771
nocelebritieswereharmed/0.0003767810815630375,datingcatwoman/0.0003562451758465771
invokedtrope/0.00037390489010072424,deadpersonimpersonation/0.0003562451758465771
shareduniverse/0.00037390489010072424,comicbooktime/0.0003562451758465771
statusquoisgod/0.00037390489010072424,malaproper/0.0003562451758465771
irony/0.000371028698638411,specialguest/0.0003562451758465771
notsoaboveitall/0.000371028698638411,unsettlinggenderreveal/0.0003562451758465771
showntheirwork/0.0003681525071760977,valentinesdayepisode/0.0003562451758465771
limitedwardrobe/0.0003681525071760977,iamnotlefthanded/0.0003562451758465771
seriesfauxnale/0.0003681525071760977,unlimitedwardrobe/0.0003562451758465771
wholeplotreference/0.0003652763157137844,chivalrouspervert/0.0003562451758465771
imaginespot/0.0003652763157137844,sarcasmblind/0.0003562451758465771
sarcasmmode/0.0003652763157137844,cantgetawaywithnuthin/0.0003562451758465771
axcrazy/0.0003652763157137844,babieseverafter/0.0003562451758465771
idiosyncraticepisodenaming/0.0003652763157137844,laughtrack/0.00035129732618204126
msfanservice/0.0003652763157137844,companycrossreferences/0.00035129732618204126
seriousbusiness/0.00036240012425147117,meetcute/0.00035129732618204126
resetbutton/0.00036240012425147117,compressedvice/0.00035129732618204126
flanderization/0.00036240012425147117,pyrrhicvictory/0.00035129732618204126
blandnameproduct/0.00036240012425147117,hypocriticalheartwarming/0.00035129732618204126
showwithinashow/0.0003595239327891579,embarrassingmiddlename/0.0003463494765175055
vitriolicbestbuds/0.0003595239327891579,hercodenamewasmarysue/0.0003463494765175055
myfriendsandzoidberg/0.0003595239327891579,ittasteslikefeet/0.0003463494765175055
anaesop/0.00035664774132684467,adaptationdyejob/0.0003463494765175055
geniusditz/0.00035664774132684467,onedialoguetwoconversations/0.0003463494765175055
ironicecho/0.00035664774132684467,covertpervert/0.0003463494765175055
reallife/0.00035377154986453136,literaryallusiontitle/0.0003463494765175055
specialeditiontitle/0.00035377154986453136,earthshatteringkaboom/0.0003463494765175055
thedragon/0.0003508953584022181,frameup/0.0003463494765175055
mooks/0.0003508953584022181,oppositesattract/0.0003463494765175055
cargoship/0.0003508953584022181,cutemonstergirl/0.0003463494765175055
generationxerox/0.0003508953584022181,rapidaging/0.0003463494765175055
bigeater/0.0003508953584022181,wavemotiongun/0.0003414016268529697
instrumentalthemetune/0.0003508953584022181,dangerousforbiddentechnique/0.0003414016268529697
attackofthe50footwhatever/0.00034801916693990486,animeandmangaofthe2000s/0.0003414016268529697
manofathousandvoices/0.00034801916693990486,blahblahblah/0.0003414016268529697
howwegothere/0.00034801916693990486,twofertokenminority/0.0003414016268529697
ascendedextra/0.0003451429754775916,parodyepisode/0.0003364537771884339
notsostoic/0.0003451429754775916,allmenareperverts/0.0003364537771884339
funnybackgroundevent/0.0003451429754775916,forgottenphlebotinum/0.0003364537771884339
retcon/0.0003451429754775916,stealthhibye/0.0003364537771884339
lighterandsofter/0.0003451429754775916,sheisallgrownup/0.0003364537771884339
longrunners/0.0003451429754775916,retgone/0.0003364537771884339
onestevelimit/0.00034226678401527835,hideyourpregnancy/0.0003364537771884339
officialcouple/0.00034226678401527835,showsomeleg/0.0003364537771884339
theleader/0.00033939059255296504,cannotspititout/0.0003364537771884339
tropenamers/0.00033939059255296504,towngirls/0.0003364537771884339
alljustadream/0.00033939059255296504,firstgirlwins/0.0003364537771884339
failureistheonlyoption/0.00033939059255296504,adaptationalearlyappearance/0.0003364537771884339
stockfootage/0.00033939059255296504,homoeroticsubtext/0.0003364537771884339
theverse/0.00033939059255296504,ineedtogoironmydog/0.0003364537771884339
papawolf/0.0003365144010906518,genreshift/0.0003364537771884339
playingwithatrope/0.0003365144010906518,chronicherosyndrome/0.00033150592752389813
abortedarc/0.0003365144010906518,thecasanova/0.00033150592752389813
hiddendepths/0.0003365144010906518,takingyouwithme/0.00033150592752389813
intergenerationalfriendship/0.00033363820962833854,commutingonabus/0.00033150592752389813
animesque/0.00033363820962833854,camebackwrong/0.00033150592752389813
insufferablegenius/0.00033363820962833854,adaptedout/0.00033150592752389813
chekhovsgunman/0.0003307620181660253,acquiredsituationalnarcissism/0.00033150592752389813
expositoryhairstylechange/0.0003307620181660253,pragmaticadaptation/0.00033150592752389813
demotedtoextra/0.0003307620181660253,thethingthatwouldnotleave/0.00033150592752389813
thedanza/0.0003307620181660253,whatdididolastnight/0.00033150592752389813
badbadacting/0.00032788582670371203,alieninvasion/0.00033150592752389813
productplacement/0.00032788582670371203,writteninabsence/0.00033150592752389813
outoffocus/0.00032788582670371203,bishonen/0.0003265580778593623
mytharc/0.00032788582670371203,peripheryhatedom/0.0003265580778593623
affectionatenickname/0.00032788582670371203,dirtycop/0.0003265580778593623
punnyname/0.00032788582670371203,yourmindmakesitreal/0.0003265580778593623
wellintentionedextremist/0.0003250096352413987,bonusmaterial/0.0003265580778593623
artevolution/0.0003221334437790855,doublestandardrapefemaleonmale/0.0003265580778593623
hugeguytinygirl/0.0003221334437790855,iwantmybelovedtobehappy/0.0003265580778593623
eurekamoment/0.0003221334437790855,blufftheimpostor/0.0003265580778593623
itakeoffensetothatlastone/0.0003221334437790855,terribleintervieweesmontage/0.00032161022819482654
truthintelevision/0.0003192572523167722,mauveshirt/0.00032161022819482654
hopespot/0.0003192572523167722,likeasontome/0.00032161022819482654
almostkiss/0.0003192572523167722,teleportation/0.00032161022819482654
villainwithgoodpublicity/0.0003192572523167722,parentalbonus/0.00032161022819482654
madscientist/0.0003192572523167722,seinfeldianconversation/0.00032161022819482654
killedoffforreal/0.00031638106085445897,enhancebutton/0.00032161022819482654
faceheelturn/0.00031638106085445897,vanityplate/0.0003166623785302907
itsallmyfault/0.00031638106085445897,straightgay/0.0003166623785302907
themovie/0.00031638106085445897,eroticdream/0.0003166623785302907
spittake/0.00031638106085445897,cantholdhisliquor/0.0003166623785302907
oddnameout/0.00031638106085445897,triangrelations/0.0003166623785302907
manipulativebastard/0.00031638106085445897,ijustwanttohavefriends/0.0003166623785302907
groinattack/0.00031638106085445897,trainingfromhell/0.0003166623785302907
modestytowel/0.0003135048693921457,hewhomustnotbeseen/0.0003166623785302907
troperworks/0.0003135048693921457,sassyblackwoman/0.0003166623785302907
nothingisthesameanymore/0.0003135048693921457,thanksgivingepisode/0.0003166623785302907
vomitdiscretionshot/0.0003135048693921457,earworm/0.0003166623785302907
adultfear/0.0003135048693921457,surprisinglygoodenglish/0.0003166623785302907
abusiveparents/0.0003106286779298324,dreadfulmusician/0.00031171452886575495
animationageghetto/0.0003106286779298324,diehardonanx/0.00031171452886575495
niceguy/0.0003106286779298324,whatdoessheseeinhim/0.00031171452886575495
shecleansupnicely/0.00030775248646751916,strawfeminist/0.00031171452886575495
companioncube/0.00030775248646751916,anazibyanyothername/0.00031171452886575495
fanficsof20102014/0.00030775248646751916,muggingthemonster/0.00031171452886575495
departmentofredundancydepartment/0.00030775248646751916,tertiarysexualcharacteristics/0.00031171452886575495
assholevictim/0.00030775248646751916,blackandgraymorality/0.00031171452886575495
badasscrew/0.0003048762950052059,casttherunnerup/0.00031171452886575495
evillaugh/0.0003048762950052059,gagboobs/0.00031171452886575495
fanficsof20152019/0.0003048762950052059,likebrotherandsister/0.0003067666792012192
pacmanfever/0.0003048762950052059,meaningfulbackgroundevent/0.0003067666792012192
posthumouscharacter/0.0003048762950052059,unholymatrimony/0.0003067666792012192
evilcounterpart/0.0003048762950052059,cainandabel/0.0003067666792012192
coolcar/0.0003048762950052059,eatingtheeyecandy/0.0003067666792012192
determinator/0.0003048762950052059,unrequitedloveswitcheroo/0.0003067666792012192
reallygetsaround/0.0003048762950052059,rippedfromtheheadlines/0.0003067666792012192
affablyevil/0.00030200010354289265,ordinaryhighschoolstudent/0.0003067666792012192
evilgloating/0.00030200010354289265,californiadoubling/0.0003067666792012192
paperthindisguise/0.00030200010354289265,startmyown/0.0003067666792012192
spellmynamewithans/0.00030200010354289265,coolsword/0.0003067666792012192
doublesubversion/0.00030200010354289265,masterofdisguise/0.0003067666792012192
teammom/0.00030200010354289265,nicetothewaiter/0.0003067666792012192
comicbookadaptation/0.0002991239120805794,girlongirlishot/0.0003067666792012192
lovetriangle/0.0002991239120805794,aformyouarecomfortablewith/0.0003067666792012192
comedicsociopathy/0.0002991239120805794,badassfamily/0.0003067666792012192
authorappeal/0.0002991239120805794,cyborg/0.0003067666792012192
redshirt/0.0002991239120805794,destinationdefenestration/0.0003067666792012192
midseasontwist/0.0002991239120805794,journeytothecenterofthemind/0.00030181882953668335
crapsackworld/0.0002991239120805794,throughhisstomach/0.00030181882953668335
stalkerwithacrush/0.0002991239120805794,jurisdictionfriction/0.00030181882953668335
offmodel/0.0002962477206182661,ijustwanttobenormal/0.00030181882953668335
asideglance/0.0002962477206182661,hehhehyousaidx/0.00030181882953668335
mundanemadeawesome/0.0002962477206182661,bedmatereveal/0.00030181882953668335
lefthanging/0.0002962477206182661,futurebadass/0.00030181882953668335
ambiguousdisorder/0.0002962477206182661,savvyguyenergeticgirl/0.00030181882953668335
borrowedcatchphrase/0.0002962477206182661,youaregrounded/0.00030181882953668335
antivillain/0.0002962477206182661,humanmomnonhumandad/0.00030181882953668335
chuckcunninghamsyndrome/0.0002962477206182661,transformationisafreeaction/0.00030181882953668335
flashback/0.0002962477206182661,playingwithfire/0.00030181882953668335
fictionalvideogame/0.0002962477206182661,numbertwo/0.00030181882953668335
fingore/0.0002962477206182661,thebigboard/0.00030181882953668335
whamshot/0.0002962477206182661,rippleeffectproofmemory/0.00030181882953668335
smugsnake/0.0002962477206182661,coolbike/0.0002968709798721476
artisticlicensebiology/0.0002962477206182661,zanyscheme/0.0002968709798721476
leitmotif/0.0002962477206182661,strongfamilyresemblance/0.0002968709798721476
recurringextra/0.00029337152915595284,compilationmovie/0.0002968709798721476
identicalgrandson/0.00029337152915595284,youneedtogetlaid/0.0002968709798721476
bodyhorror/0.00029337152915595284,omniglot/0.0002968709798721476
driventosuicide/0.00029337152915595284,protagonistcenteredmorality/0.0002968709798721476
twodvisualsthreedeffects/0.00029337152915595284,actorsharedbackground/0.0002968709798721476
denserandwackier/0.00029337152915595284,manicpixiedreamgirl/0.0002968709798721476
eyescream/0.0002904953376936396,canadaeh/0.0002968709798721476
earlybirdcameo/0.0002904953376936396,lotuseatermachine/0.0002968709798721476
tuckerization/0.0002904953376936396,domesticonlycartoon/0.0002968709798721476
ruleofthree/0.0002904953376936396,richbitch/0.0002968709798721476
multipartepisode/0.0002904953376936396,popculturalosmosis/0.0002968709798721476
catapultnightmare/0.0002904953376936396,dudelookslikealady/0.0002968709798721476
neversaydie/0.0002904953376936396,yougottahavebluehair/0.0002968709798721476
obfuscatingstupidity/0.0002904953376936396,writewhoyouknow/0.0002968709798721476
selfdeprecation/0.0002904953376936396,smugsuper/0.00029192313020761176
phrasecatcher/0.0002904953376936396,spacewhaleaesop/0.00029192313020761176
mrfanservice/0.0002904953376936396,areyouponderingwhatimpondering/0.00029192313020761176
arcwords/0.0002904953376936396,onewingedangel/0.00029192313020761176
unusualeuphemism/0.0002904953376936396,deusexitmachina/0.00029192313020761176
chewingthescenery/0.00028761914623132634,shutupkiss/0.00029192313020761176
murderthehypotenuse/0.00028761914623132634,deliberatevaluesdissonance/0.00029192313020761176
canonwelding/0.00028761914623132634,parentalincest/0.00029192313020761176
redoniblueoni/0.00028761914623132634,deadlyupgrade/0.00029192313020761176
thisisreality/0.00028761914623132634,awesomenessbyanalysis/0.00029192313020761176
thebuscameback/0.00028761914623132634,kavorkaman/0.00029192313020761176
cutshort/0.00028761914623132634,hasatype/0.00029192313020761176
fandisservice/0.00028761914623132634,worldsstrongestman/0.00029192313020761176
siblingyinyang/0.00028761914623132634,thereisonlyonebed/0.00029192313020761176
epicfail/0.00028761914623132634,bythepowerofgrayskull/0.00029192313020761176
outofcharactermoment/0.00028761914623132634,loveconfession/0.00029192313020761176
visualpun/0.0002847429547690131,mechamooks/0.00029192313020761176
genkigirl/0.0002847429547690131,powercopying/0.000286975280543076
themole/0.0002847429547690131,ifyoueverdoanythingtohurther/0.000286975280543076
surroundedbyidiots/0.0002847429547690131,colonydrop/0.000286975280543076
ambiguouslybrown/0.0002847429547690131,implausibledeniability/0.000286975280543076
badassboast/0.0002847429547690131,buscrash/0.000286975280543076
unspokenplanguarantee/0.0002847429547690131,fingerpokeofdoom/0.000286975280543076
heterosexuallifepartners/0.0002847429547690131,butnottooforeign/0.000286975280543076
riddlefortheages/0.0002847429547690131,thebeard/0.000286975280543076
glowingeyesofdoom/0.0002847429547690131,thanksforthemammary/0.000286975280543076
therewasadoor/0.0002847429547690131,youarenumbersix/0.000286975280543076
tsundere/0.0002847429547690131,widgetseries/0.000286975280543076
insistentterminology/0.0002818667633066998,snarktosnarkcombat/0.000286975280543076
evilsoundsdeep/0.0002818667633066998,governmentagencyoffiction/0.000286975280543076
pilot/0.0002818667633066998,formerchildstar/0.000286975280543076
characterizationmarcheson/0.0002818667633066998,swappedroles/0.000286975280543076
passthepopcorn/0.0002818667633066998,firstkiss/0.000286975280543076
andimustscream/0.0002818667633066998,yearinsidehouroutside/0.000286975280543076
zigzaggingtrope/0.0002818667633066998,dudesheslikeinacoma/0.000286975280543076
gilligancut/0.0002818667633066998,buriedalive/0.000286975280543076
tokenminority/0.0002789905718443865,noplansnoprototypenobackup/0.000286975280543076
villainousbreakdown/0.0002789905718443865,friendlyfandoms/0.000286975280543076
captainersatz/0.0002789905718443865,annoyingyoungersibling/0.000286975280543076
sensitiveguyandmanlyman/0.0002789905718443865,openingshoutout/0.000286975280543076
evilishammy/0.0002789905718443865,writtenininfirmity/0.00028202743087854017
badasslongcoat/0.0002789905718443865,kindheartedcatlover/0.00028202743087854017
shipperondeck/0.0002789905718443865,klingonpromotion/0.00028202743087854017
bloodlesscarnage/0.0002789905718443865,realsongthemetune/0.00028202743087854017
doityourselfthemetune/0.0002789905718443865,midseasonupgrade/0.00028202743087854017
bridalcarry/0.0002789905718443865,prisonrape/0.00028202743087854017
tenminuteretirement/0.0002789905718443865,halfarcseason/0.00028202743087854017
backforthedead/0.0002789905718443865,lockedinaroom/0.00028202743087854017
fantasticracism/0.0002789905718443865,laresistance/0.00028202743087854017
drillsergeantnasty/0.0002789905718443865,lockedoutoftheloop/0.00028202743087854017
fancommunitynicknames/0.00027611438038207327,wreckedweapon/0.00028202743087854017
antihero/0.00027611438038207327,ithasbeenanhonor/0.00028202743087854017
crazyprepared/0.00027611438038207327,macgyvering/0.00028202743087854017
relationshipupgrade/0.00027611438038207327,darthvaderclone/0.00028202743087854017
thememusicpowerup/0.00027611438038207327,ihavethisfriend/0.00028202743087854017
mrexposition/0.00027611438038207327,adaptationnamechange/0.00028202743087854017
establishingcharactermoment/0.00027611438038207327,requiredspinoffcrossover/0.00028202743087854017
drowningmysorrows/0.00027611438038207327,dudewheresmyrespect/0.00028202743087854017
thosetwoguys/0.00027611438038207327,interservicerivalry/0.00028202743087854017
dopeslap/0.00027611438038207327,artifactofdoom/0.00028202743087854017
bloodfromthemouth/0.00027611438038207327,warishell/0.00028202743087854017
evilcostumeswitch/0.00027611438038207327,ijustshotmarvinintheface/0.00028202743087854017
slashersmile/0.00027611438038207327,newtransferstudent/0.00028202743087854017
takeathirdoption/0.00027611438038207327,productionposse/0.00028202743087854017
baitandswitch/0.00027323818891976,thisisadrill/0.00028202743087854017
parentalneglect/0.00027323818891976,thewikirule/0.0002770795812140044
bringmybrownpants/0.00027323818891976,proprecycling/0.0002770795812140044
teamdad/0.00027323818891976,notdistractedbythesexy/0.0002770795812140044
referenceoverdosed/0.00027323818891976,intimatehealing/0.0002770795812140044
thestoic/0.00027323818891976,shoooutthenewguy/0.0002770795812140044
notquitedead/0.00027323818891976,narroweditdowntotheguyirecognize/0.0002770795812140044
titlethemetune/0.00027323818891976,surpriseincest/0.0002770795812140044
violentlyprotectivegirlfriend/0.00027323818891976,clapyourhandsifyoubelieve/0.0002770795812140044
twogirlstoateam/0.00027323818891976,cousinoliver/0.0002770795812140044
laughingmad/0.00027323818891976,youmustbecold/0.0002770795812140044
fridgebrilliance/0.00027036199745744677,lamecomeback/0.0002770795812140044
inmediasres/0.00027036199745744677,weightwoe/0.0002770795812140044
halloweenepisode/0.00027036199745744677,bringit/0.0002770795812140044
allyourbasearebelongtous/0.00027036199745744677,omnicidalmaniac/0.0002770795812140044
nosocialskills/0.00027036199745744677,beautifulallalong/0.0002770795812140044
screwthisimouttahere/0.00027036199745744677,godzillathreshold/0.0002770795812140044
corruptcorporateexecutive/0.00027036199745744677,unwittingpawn/0.0002770795812140044
shipsthatpassinthenight/0.00027036199745744677,fullcircleportraying/0.0002770795812140044
disguisedindrag/0.00027036199745744677,unskilledbutstrong/0.0002770795812140044
loopholeabuse/0.00027036199745744677,gambitroulette/0.0002770795812140044
longlostrelative/0.00027036199745744677,sobeautifulitsacurse/0.0002770795812140044
precisionfstrike/0.00026748580599513346,cutebutcacophonic/0.0002770795812140044
neverfoundthebody/0.00026748580599513346,solastseason/0.0002770795812140044
distaffcounterpart/0.00026748580599513346,multiarmedanddangerous/0.0002721317315494686
macguffin/0.00026748580599513346,continuitycameo/0.0002721317315494686
backforthefinale/0.00026748580599513346,chronicbackstabbingdisorder/0.0002721317315494686
humongousmecha/0.00026748580599513346,blowyouaway/0.0002721317315494686
rememberthenewguy/0.00026748580599513346,canoncharacterallalong/0.0002721317315494686
karmahoudiniwarranty/0.00026748580599513346,faircop/0.0002721317315494686
voluntaryshapeshifting/0.00026748580599513346,schoolplay/0.0002721317315494686
spiritualsuccessor/0.00026748580599513346,flight/0.0002721317315494686
oocisseriousbusiness/0.00026748580599513346,flowersforalgernonsyndrome/0.0002721317315494686
multipledemographicappeal/0.00026748580599513346,bannedepisode/0.0002721317315494686
guilehero/0.00026748580599513346,fakeoutmakeout/0.0002721317315494686
moredakka/0.00026748580599513346,headtiltinglykinky/0.0002721317315494686
instantexpert/0.0002646096145328202,mcleaned/0.0002721317315494686
identicalstranger/0.0002646096145328202,ambiguoussyntax/0.0002721317315494686
namestorunawayfromreallyfast/0.0002646096145328202,futuremescaresme/0.0002721317315494686
defictionalization/0.0002646096145328202,burgerfool/0.0002721317315494686
sugarandicepersonality/0.0002646096145328202,thecaptain/0.0002721317315494686
uglyguyhotwife/0.0002646096145328202,geniusloci/0.0002721317315494686
barbiedollanatomy/0.0002646096145328202,ignorethefanservice/0.0002721317315494686
aliensspeakingenglish/0.0002646096145328202,longlist/0.0002721317315494686
heroeswantredheads/0.0002646096145328202,catgirl/0.0002721317315494686
cassandratruth/0.0002646096145328202,diabolusexmachina/0.0002721317315494686
taponthehead/0.0002646096145328202,callingparentsbytheirname/0.0002721317315494686
downplayedtrope/0.0002646096145328202,unwantedharem/0.0002721317315494686
stylisticsuck/0.0002646096145328202,lovablealphabitch/0.0002721317315494686
springtimeforhitler/0.0002646096145328202,innocentfanservicegirl/0.0002721317315494686
animatedadaptation/0.00026173342307050695,playingsick/0.0002721317315494686
brainbleach/0.00026173342307050695,discriminateandswitch/0.0002721317315494686
